Position,Const,Created,Modified,Description,Name,Known For,Birth Date
1233,nm0033312,2018-05-25,2018-05-25,,Taís Araújo,Cheias de Charme,1978-11-25
1234,nm0623113,2018-05-25,2018-05-25,,Arthel Neville,Fire in the Sky,1962-10-20
1235,nm0186915,2018-05-25,2018-05-25,,Nikki Crawford,NCIS: Naval Criminal Investigative Service,1973-09-17
1236,nm0310896,2018-05-25,2018-05-25,,Michelle Gayle,EastEnders,1971-02-02
1237,nm2614806,2018-05-25,2018-05-25,,Nicole Fiscella,Gossip Girl,1979-09-15
1238,nm1919832,2018-05-25,2018-05-25,,Telisha Shaw,Step Up 2: The Streets,1978-10-04
1239,nm3941817,2018-05-25,2018-05-25,,GloZell Green,Escape the Night,1972-07-30
1240,nm1258648,2018-05-25,2018-05-25,,Lisa Tharps,Jessica Jones,1973-04-05
1241,nm0171206,2018-05-25,2018-05-25,,Rosalyn Coleman,Brooklyn's Finest,1965-07-20
1242,nm0424519,2018-05-25,2018-05-25,,Ariyan A. Johnson,Bulworth,1971-04-30
1243,nm2498781,2018-05-28,2018-05-28,,Jessica Parker Kennedy,The Flash,1984-10-03
1244,nm1829271,2018-05-28,2018-05-28,,Carolyn Michelle Smith,Colony,
1245,nm1552318,2018-05-28,2018-05-28,,Talia Toms,Colony,
1246,nm2713349,2018-05-28,2018-05-28,,Tony L. Calloway,Colony,
1247,nm1919154,2018-05-28,2018-05-28,,Folake Olowofoyeku,Bob Hearts Abishola,
1248,nm0518547,2018-05-28,2018-05-28,,June Carryl,Helstrom,1967-06-10
1249,nm8022229,2018-05-28,2018-05-28,,Amanda Christine,Furthest From,
1250,nm6936163,2018-05-28,2018-05-28,,Scarlet Spencer,#BlackAF,2007-02-28
1251,nm2351805,2018-05-28,2018-05-28,,Tomi Townsend,Make a Movie Like Spike,
1252,nm2576328,2018-05-28,2018-05-28,,Tiffany Daniels,The Good Doctor,1980-11-07
1253,nm5889505,2018-05-28,2018-05-28,,Nadja Sofi,Riding Faith,
1254,nm4386480,2018-05-28,2018-05-28,,Ashley Blaine Featherson,Dear White People,
1255,nm3454231,2018-05-28,2018-05-28,,Nia Jervier,Dear White People,
1256,nm3471692,2018-05-28,2018-05-28,,Courtney Sauls,Dear White People,
1257,nm1995523,2018-05-28,2018-05-28,,Zee James,Bosch,
1258,nm6089741,2018-05-28,2018-05-28,,Presilah Nunez,Secrets and Lies,
1259,nm9781688,2018-05-28,2018-05-28,,Harper Grace Robinson,Dear White People,
1260,nm3797137,2018-05-28,2018-05-28,,Kendall Alexandria,General Hospital,
1261,nm3686841,2018-05-28,2018-05-28,,Johanna Middleton,Dear White People,
1262,nm8664097,2018-05-28,2018-05-28,,Jasmin Tatyana Brown,Dear White People,
1263,nm7598168,2018-05-28,2018-05-28,,Elle Lorraine,Bad Hair,
1264,nm7056970,2018-05-28,2018-05-28,,Sharifa Oliver,Dear White People,
1265,nm7065799,2018-05-28,2018-05-28,,Brittany Panzer,Get Shorty,
1266,nm0376531,2018-05-28,2018-05-28,,Lyn Alicia Henderson,ER,
1267,nm4879660,2018-05-28,2018-05-28,,Ashlei Foushee,Ballers,
1268,nm1648177,2018-05-28,2018-05-28,,Tanisha Harper,Forgetting Sarah Marshall,1981-09-18
1269,nm9826813,2018-05-28,2018-05-28,,Tiffany Simone English,Gully,
1270,nm1403237,2018-05-28,2018-05-28,,Tarina Pouncy,"Roman J. Israel, Esq.",1970-09-25
1271,nm0106182,2018-05-28,2018-05-28,,Paulette Braxton,A Night at the Roxbury,1965-01-31
1272,nm1102921,2018-05-28,2018-05-28,,Angie Stone,The Hot Chick,1961-12-18
1273,nm1242080,2018-05-28,2018-05-28,,Jacqui-Lee Pryce,Wonder Woman,1974-02-25
1274,nm3187082,2018-05-28,2018-05-28,,Tanedra Howard,Saw VI,1980-08-15
1275,nm0110710,2018-05-28,2018-05-28,,Ungela Brockman,Starship Troopers,1970-02-24
1276,nm1862751,2018-05-28,2018-05-28,,Temple Poteat,So Here's What Happened,1974-10-04
1277,nm1595050,2018-05-28,2018-05-28,,Danielle Lewis,Portals,1976-07-26
1278,nm0400832,2018-05-28,2018-05-28,,Nicola Hughes,EastEnders,1975-05-10
1279,nm0118992,2018-05-28,2018-05-28,,Nahtasha Budhi,Third World Cop,1980-09-08
1280,nm1403238,2018-05-28,2018-05-28,,Alysia Joy Powell,Judas and the Black Messiah,1967-12-18
1281,nm4877258,2018-05-28,2018-05-28,,Kerri J. Baldwin,Prank Encounters,1976-02-02
1282,nm0858109,2018-05-28,2018-05-28,,Sandra Thigpen,The Ring,1968-08-02
1283,nm1225606,2018-05-28,2018-05-28,,Samantha Kaine,Confessions of a Dangerous Mind,1973-01-25
1284,nm0791835,2018-05-28,2018-05-28,,Neferteri Shepherd,Hair Show,1980-09-08
1285,nm0044472,2018-05-28,2018-05-28,,Sybil Azur,La La Land,1972-08-01
1286,nm0060839,2018-05-28,2018-05-28,,Angelique Bates,Bonnet Chronicles on Tidal,1980-12-01
1287,nm0803163,2018-05-28,2018-05-28,,Aisling Sistrunk,My Brother and Me,1979-03-31
1288,nm5023690,2018-05-28,2018-05-28,,Sanura Harris,"Incomplete: A Story of Love, Desire and Deception",1987-08-13
1289,nm1748789,2018-05-28,2018-05-28,,Tracie Spencer,The Longest Yard,1976-07-12
1290,nm0667015,2018-05-28,2018-05-28,,Numa Perrier,Jezebel,1979-12-14
1291,nm0344085,2018-05-28,2018-05-28,,Napiera Groves,Us,1975-12-17
1292,nm0171227,2018-05-28,2018-05-28,,Taji Coleman,Lying and Stealing,
1293,nm0993498,2018-05-28,2018-05-28,,Arisa Cox,Big Brother Canada,1978-12-07
1294,nm0115816,2018-05-28,2018-05-28,,Catherine Bruhier,The Best Man Holiday,1972-05-31
1295,nm1760529,2018-05-28,2018-05-28,,Roxanne Shanté,Colors,1969-11-09
1296,nm0195402,2018-05-28,2018-05-28,,Josie D'Arby,Look Around You,1976-10-03
1297,nm2428121,2018-05-28,2018-05-28,,Chandra Davis,Kony Montana,1978-01-02
1298,nm0717456,2018-05-28,2018-05-28,,Tori Reid,Asunder,1971-09-10
1299,nm0507750,2018-05-28,2018-05-28,,Shaznay Lewis,Bend It Like Beckham,1975-10-14
1300,nm3848310,2018-05-28,2018-05-28,,Ama K. Abebrese,Beasts of No Nation,1980-05-03
1301,nm1048183,2018-05-28,2018-05-28,,Sherri Howard,The Scorpion King,1962-06-01
1302,nm1701048,2018-05-28,2018-05-28,,Karen Y. McClain,Blonde Ambition,1967-09-05
1303,nm0366092,2018-05-28,2018-05-28,,Cee Cee Michaela,Girlfriends,1970-05-01
1304,nm0731008,2018-05-28,2018-05-28,,Deborah Roberts,Nashville,1960-09-20
1305,nm2126432,2018-05-28,2018-05-28,,Julia Pace Mitchell,Faster,1978-02-10
1306,nm1409051,2018-05-28,2018-05-28,,Toni M. Youngblood,Snowfall,1965-11-18
1307,nm0429213,2018-05-28,2018-05-28,,Sarah Jones,Marriage Story,1973-11-29
1308,nm2254914,2018-05-28,2018-05-28,,Karyn White,Gale and the Storm,1965-10-14
1309,nm3347186,2018-05-28,2018-05-28,,Yamaneika Saunders,Dark Humor,1978-11-03
1310,nm1999295,2018-05-28,2018-05-28,,Atheana Ritchie,Keeping It 100,1979-03-24
1311,nm0197426,2018-05-28,2018-05-28,,Natalie Daise,Gullah Gullah Island,1960-11-11
1312,nm5018892,2018-05-28,2018-05-28,,Germany Kent,Democracy Gone Wrong,1975-07-29
1313,nm1817361,2018-05-28,2018-05-28,,Coco Johnsen,Out for Blood,1974-04-06
1314,nm4261091,2018-05-28,2018-05-28,,Lorraine Pascale,Honesty Weekend,1972-11-17
1315,nm0807326,2018-05-28,2018-05-28,,Anjela Lauren Smith,Babymother,1978-06-27
1316,nm0429734,2018-05-28,2018-05-28,,Hella Joof,En kort en lang,1962-11-01
1317,nm0709824,2018-05-28,2018-05-28,,Mary Randle,Hollow Man,1972-04-08
1318,nm0545424,2018-05-28,2018-05-28,,Teal Marchande,Kenan & Kel,1965-01-11
1319,nm0549126,2018-05-28,2018-05-28,,Cedella Marley,The Mighty Quinn,1967-08-23
1320,nm0117152,2018-05-28,2018-05-28,,Karyn Bryant,Special,1968-12-23
1321,nm1695582,2018-05-28,2018-05-28,,Angellica Bell,Ill Gotten Gains,1975-03-24
1322,nm1245962,2018-05-28,2018-05-28,,Serria Tawan,The Low Budget Time Machine,1978-09-04
1323,nm0044617,2018-05-28,2018-05-28,,Inday Ba,The Man Who Knew Too Little,1972-08-10
1324,nm1240483,2018-05-28,2018-05-28,,Arissa Hill,Real World/Road Rules Challenge,1979-04-29
1325,nm0071011,2018-05-28,2018-05-28,,Starla Benford,United 93,1964-10-08
1326,nm5185771,2018-05-28,2018-05-28,,Momma Dee,The Products of the American Ghetto,1963-09-21
1327,nm0731850,2018-05-28,2018-05-28,,Georgianna Robertson,Prêt-à-Porter,1972-03-23
1328,nm0891541,2018-05-28,2018-05-28,,Pam Veasey,CSI: NY,1962-05-25
1329,nm2388379,2018-05-28,2018-05-28,,Kelley Robins,Random Acts of Flyness,1980-09-07
1330,nm3038155,2018-05-28,2018-05-28,,Shauna Chin,Criminal Minds,1979-03-25
1331,nm1947526,2018-05-28,2018-05-28,,Erika Bryant,Everything But a Man,1976-09-22
1332,nm1479057,2018-05-28,2018-05-28,,Pam Trotter,Life in Pieces,1966-02-27
1333,nm1048323,2018-05-28,2018-05-28,,Coral Smith,The Wedding Video,1979-01-19
1334,nm1301716,2018-05-28,2018-05-28,,Karine Plantadit,Across the Universe,1970-01-15
1335,nm0380671,2018-05-28,2018-05-28,,Raquel Roque Herring,Color of the Cross 2: The Resurrection,1974-09-19
1336,nm1904890,2018-05-29,2018-05-29,,Maryam Myika Day,This Is Us,1975-10-03
1337,nm2789602,2018-05-29,2018-05-29,,Sharice Henry Chasi,Hiding in Plain Sight,1969-11-30
1338,nm0829855,2018-05-29,2018-05-29,,Sylvia Stewart,Chaos Walking,1971-09-17
1339,nm1690743,2018-05-29,2018-05-29,,April Yvette Thompson,Phoebe in Wonderland,1967-01-17
1340,nm1063526,2018-05-29,2018-05-29,,Michele L. Jennings,Marigold,1971-07-30
1341,nm2171415,2018-05-29,2018-05-29,,Anise Fuller,Lethal Weapon,1976-12-03
1342,nm0392409,2018-05-29,2018-05-29,,Debra D. Holt,The Practice,1968-08-09
1343,nm1985495,2018-05-29,2018-05-29,,Marcia Battise,Dragon Age: Redemption,1976-06-03
1344,nm1534383,2018-05-29,2018-05-29,,Erika Woods,Do No Harm,1972-09-27
1345,nm0934808,2018-05-29,2018-05-29,,Saaphyri Windsor,MacArthur Park,1979-10-31
1346,nm0933937,2018-05-29,2018-05-29,,PaSean Wilson,Striptease,1961-08-17
1347,nm0186717,2018-05-29,2018-05-29,,Caprice Crawford,Fatal Rescue,1971-06-02
1348,nm2170132,2018-05-29,2018-05-29,,India King,Rizzoli & Isles,1974-02-27
1349,nm2811642,2018-05-29,2018-05-29,,Liz Logan,One Life to Live,1971-08-29
1350,nm1874391,2018-05-29,2018-05-29,,Raina Lewis,Something New,1980-03-05
1351,nm0719478,2018-05-29,2018-05-29,,Sinitta,Shock Treatment,1963-10-19
1352,nm0029475,2018-05-29,2018-05-29,,Lira Angel,The Streetsweeper,1970-10-25
1353,nm0319101,2018-05-29,2018-05-29,,Dawn Gilliam,Star Wars: Episode IX - The Rise of Skywalker,
1354,nm1348337,2018-05-29,2018-05-29,,Frenchie Davis,Dumbbells,1979-05-07
1355,nm0762852,2018-05-29,2018-05-29,,Alif Sankey,Woman of Life,1962-09-19
1356,nm0838341,2018-05-29,2018-05-29,,Sharmell Sullivan-Huffman,WWE Hall of Fame,1970-11-02
1357,nm0807418,2018-05-29,2018-05-29,,Bee-Be Smith,Bulworth,1960-07-04
1358,nm2805755,2018-05-29,2018-05-29,,Niki McElroy,WALL·E,1980-01-03
1359,nm0635998,2018-05-29,2018-05-29,,Dayna Lynne North,Insecure,1972-12-05
1360,nm1240499,2018-05-29,2018-05-29,,Irulan Wilson,Young Cesar,1980-04-05
1361,nm1655587,2018-05-29,2018-05-29,,Karina Bonnefil,Will & Grace,1979-06-13
1362,nm1880470,2018-05-29,2018-05-29,,Kenyetta Lethridge,Criminal Minds,1977-11-23
1363,nm1201431,2018-05-29,2018-05-29,,Marion Jones,Arli$$,1975-10-12
1364,nm1962872,2018-05-29,2018-05-29,,Fumi Desalu-Vold,Norbit,1979-04-16
1365,nm0493177,2018-05-29,2018-05-29,,Chene Lawson,All Things Undone,1971-02-28
1366,nm3212227,2018-05-29,2018-05-29,,Françoise Dehaipe,Itinerum Mentis,1974-08-18
1367,nm1970682,2018-05-29,2018-05-29,,Katie Russell,Chasing Darkness,1978-06-17
1368,nm1719966,2018-05-29,2018-05-29,,Fabienne Colas,Minuit,1979-03-18
1369,nm1345514,2018-05-29,2018-05-29,,Tre Armstrong,Suicide Squad,1978-08-17
1370,nm0445963,2018-05-29,2018-05-29,,Nambi E. Kelley,Chicago Justice,1973-01-08
1371,nm0588102,2018-05-29,2018-05-29,,Christine Renee Miller,Blue Bloods,1978-03-25
1372,nm0329514,2018-05-29,2018-05-29,,Maya Goodwin,Any Day Now,1971-04-18
1373,nm0875815,2018-05-29,2018-05-29,,Camille Tucker,Cellular,1965-06-14
1374,nm0282074,2018-05-29,2018-05-29,,Mimi Fletcher,Shameless,1971-07-06
1375,nm5144422,2018-05-29,2018-05-29,,Anisa Nyell Johnson,Black Lightning,1975-08-09
1376,nm1493799,2018-05-29,2018-05-29,,Oluchi Onweagba,After the Sunset,1980-08-01
1377,nm0250284,2018-05-29,2018-05-29,,Preslaysa Edwards,Last Moment of Clarity,1979-06-11
1378,nm2213333,2018-05-29,2018-05-29,,Mildred Marie Langford,Bosch,1980-07-23
1379,nm4492273,2018-05-29,2018-05-29,,Melissa Harris-Perry,Girls Trip,1973-10-02
1380,nm0926378,2018-05-29,2018-05-29,,Vivicca A. Whitsett,Big Shots,1965-01-29
1381,nm1900276,2018-05-29,2018-05-29,,Mashari Laila Bain,Grey's Anatomy,1975-09-24
1382,nm0931085,2018-05-29,2018-05-29,,Kim Williams,Everything I Did Wrong in My 20s,1964-08-10
1383,nm2032545,2018-05-29,2018-05-29,,Jillian Reeves,Media,1980-11-12
1384,nm1348355,2018-05-29,2018-05-29,,Leslie Frye,Jessica Jones,1962-07-18
1385,nm0281694,2018-05-29,2018-05-29,,Je Nie Fleming,Law & Order,1977-01-28
1386,nm0313403,2018-05-29,2018-05-29,,Denise George,Hackers,1970-03-13
1387,nm0608683,2018-05-29,2018-05-29,,Nthati Moshesh,Human Cargo,1969-08-28
1388,nm1474797,2018-05-29,2018-05-29,,Ungenita Prevost,Motorcycle Cheerleading Mommas,1976-12-08
1389,nm1897510,2018-05-29,2018-05-29,,Jean Grae,Life with Jeannie,1976-11-27
1390,nm1499734,2018-06-18,2018-06-18,,Algerita Wynn,The Comedy Get Down,1966-02-05
1391,nm2837846,2018-07-03,2018-07-03,,Mugga,The First Purge,
1392,nm6280112,2018-07-03,2018-07-03,,Lex Scott Davis,Superfly,
1393,nm6556992,2018-07-03,2018-07-03,,Siya,Deuces,
1394,nm1822939,2018-07-03,2018-07-03,,Chyna Layne,In Broad Daylight,
1395,nm0931405,2018-07-03,2018-07-03,,Olivia Frances Williams,The First Purge,
1396,nm5103694,2018-07-03,2018-07-03,,Amiya Steed,The Face in the Wall,
1397,nm4977564,2018-07-03,2018-07-03,,Storm Reid,A Wrinkle in Time,2003-07-01
1398,nm2202521,2018-07-03,2018-07-03,,Madison Pettis,American Pie Presents: Girls' Rules,1998-07-22
1399,nm2405238,2018-07-03,2018-07-03,,Willow Smith,I Am Legend,2000-10-31
1400,nm2857655,2018-07-03,2018-07-03,,Skai Jackson,The Rebound,2002-04-08
1401,nm1478285,2018-08-06,2018-08-06,,Zabryna Guevara,The Rebound,
1402,nm0823940,2018-08-06,2018-08-06,,Kim Staunton,Heat,
1403,nm1817889,2018-08-06,2018-08-06,,Chandra Thomas,Mom,
1404,nm1239705,2018-08-06,2018-08-06,,Cecelia Antoinette,Yes Man,1949-11-24
1405,nm0139470,2018-08-06,2018-08-06,,Thelma Carpenter,The Wiz,1922-01-15
1406,nm0047440,2018-08-06,2018-08-06,,Pearl Bailey,The Fox and the Hound,1918-03-29
1407,nm0318171,2018-08-06,2018-08-06,,Mercedes Gilbert,Eraserhead,1894-07-26
1408,nm0280228,2018-08-06,2018-08-06,,Ella Fitzgerald,When Harry Met Sally...,1917-04-25
1409,nm0822785,2018-08-06,2018-08-06,,Myra Stanton,The Betrayal,
1410,nm0799968,2018-08-06,2018-08-06,,Hilda Simms,The Joe Louis Story,1918-04-15
1411,nm0571904,2018-08-06,2018-08-06,,Nina Mae McKinney,Hallelujah,1912-06-12
1412,nm0913444,2018-08-06,2018-08-06,,Fredi Washington,Imitation of Life,1903-12-23
1413,nm0946361,2018-08-06,2018-08-06,,Lillian Yarbo,You Can't Take It with You,1905-03-17
1414,nm0394223,2018-08-06,2018-08-06,,Linda Hopkins,Great Performances,1924-12-14
1415,nm0390507,2018-08-06,2018-08-06,,Billie Holiday,Minority Report,1915-04-07
1416,nm0552385,2018-08-06,2018-08-06,,Helen Martin,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1909-07-23
1417,nm0852146,2018-08-06,2018-08-06,,Clarice Taylor,Play Misty for Me,1917-09-20
1418,nm0358026,2018-08-06,2018-08-06,,Lynn Hamilton,Sanford and Son,1930-04-25
1419,nm0191652,2018-08-06,2018-08-06,,Zara Cully,The Jeffersons,1892-01-26
1420,nm0349943,2018-08-06,2018-08-06,,Sheila Guyse,Sepia Cinderella,1925-07-14
1421,nm0583314,2018-08-06,2018-08-06,,Paulene Myers,My Cousin Vinny,1913-11-09
1422,nm2204675,2019-11-03,2019-11-03,,Frances Turner,The Man in the High Castle,
1423,nm2049450,2019-11-03,2019-11-03,,Maria Lawson,The X Factor,
1424,nm11063391,2019-11-20,2019-11-20,,Alerita Wynn,,
1425,nm3340681,2019-11-20,2019-11-20,,Diandra Lyle,NCIS: Naval Criminal Investigative Service,
1426,nm5054978,2019-11-20,2019-11-20,,Morgan Alexandria,Sabotage,
1427,nm0008657,2019-11-20,2019-11-20,,Louisa Abernathy,Enough,1949-06-15
1428,nm4578212,2019-11-20,2019-11-20,,Bianca Buck,Carole's Christmas,
1429,nm0340663,2019-11-20,2019-11-20,,Reatha Grey,The Step Daddy,
1430,nm0245749,2019-11-20,2019-11-20,,Eva La Dare,Baskets,
1431,nm7199635,2019-11-20,2019-11-20,,Brittany Lucio,Everything But a Man,
1432,nm8739582,2019-11-20,2019-11-20,,Kimberly Campbell,The Perfect Mate,
1433,nm3612797,2019-11-20,2019-11-20,,Kamille McCuin,Looking for Alaska,
1434,nm2523685,2019-11-20,2019-11-20,,Jontille Gerard,Blood and Bone,
1435,nm7857575,2019-11-20,2019-11-20,,ReSheda D. Terry,Thursday,
1436,nm5625900,2019-11-20,2019-11-20,,Britainn Aldridge,Patterns of Attraction,
1437,nm5511679,2019-11-20,2019-11-20,,Charlia Boyer,Patterns of Attraction,
1438,nm3726376,2019-11-20,2019-11-20,,Sophia Thomas,The Longest Ride,
1439,nm9000560,2019-11-20,2019-11-20,,Brittney Bell,It's a Date,
1440,nm0529310,2019-11-20,2019-11-20,,MC Lyte,Girls Trip,1971-10-11
1441,nm8447789,2019-11-20,2019-11-20,,Birgundi Baker,Empire,
1442,nm4294198,2019-11-20,2019-11-20,,Noelle Bellinghausen,Black-ish,1978-06-10
1443,nm7055190,2019-11-20,2019-11-20,,Ta'Rhonda Jones,The Perfect Christmas Present,1988-07-12
1444,nm4794106,2019-11-20,2019-11-20,,Shayla Love,Star,1987-02-13
1445,nm2007301,2019-11-20,2019-11-20,,Trina Braxton,Head Over Heels,
1446,nm0321437,2019-11-20,2019-11-20,,Adele Givens,The Players Club,
1447,nm2915701,2019-11-20,2019-11-20,,Adiz Benson,I Left My Girlfriend for Regina Jones,
1448,nm3859411,2019-11-20,2019-11-20,,Thea Camara,9-1-1,
1449,nm2879426,2019-11-20,2019-11-20,,Lisa Yaro,It Comes,
1450,nm5393346,2019-11-20,2019-11-20,,Torrei Hart,Hollywould,
1451,nm3371872,2019-11-20,2019-11-20,,DomiNque Perry,Get Hard,1988-06-22
1452,nm9558255,2019-11-20,2019-11-20,,Jacqueline LeGrande,Perfectly Single,
1453,nm1192177,2019-11-26,2019-11-26,,Sandy Brown,Curb Your Enthusiasm,
1454,nm4864839,2019-12-01,2019-12-01,,Toni Duclottni,Dolemite Is My Name,
1455,nm0931372,2019-12-01,2019-12-01,,Natashia Williams,She Spies,1978-08-02
1456,nm1589825,2019-12-01,2019-12-01,,Kali Hawk,Fifty Shades of Black,1986-10-04
1457,nm1479002,2019-12-01,2019-12-01,,Brooklyn Sudano,11.22.63,1981-01-05
1458,nm2185141,2019-12-01,2019-12-01,,Denise Vasi,What's Your Number?,1983-03-01
1459,nm0171319,2019-12-20,2019-12-20,,Kim Coles,Living Single,1962-01-11
1460,nm0276209,2019-12-20,2019-12-20,,Chip Fields,The Amazing Spider-Man,1951-08-05
1461,nm0907535,2019-12-20,2019-12-20,,Arnetia Walker,For Love of the Game,
1462,nm0912201,2019-12-20,2019-12-20,,Marsha Warfield,Mask,1954-03-05
1463,nm0006970,2019-12-20,2019-12-20,,Patricia Belcher,Jeepers Creepers,1954-04-07
1464,nm0460912,2019-12-20,2019-12-20,,Gladys Knight,Hollywood Homicide,1944-05-28
1465,nm0768784,2019-12-20,2019-12-20,,Crystal Scales,Jimmy Neutron: Boy Genius,1971-11-22
1466,nm0065735,2019-12-20,2019-12-20,,Roxanne Beckford,A Different World,1969-11-17
